Order Date,Year,Month,Month_Name,Category,Sub-Category,Region,Segment,Sales,Profit,Discount,Quantity
2017-11-23,2017,11,November,Office Supplies,Labels,Central,Consumer,11.52,4.176,0.2,5
2017-11-23,2017,11,November,Technology,Phones,Central,Consumer,222.384,16.6788,0.2,2
2017-11-16,2017,11,November,Office Supplies,Art,West,Home Office,23.36,6.0736,0.0,4
2016-02-19,2016,2,February,Office Supplies,Labels,East,Corporate,8.67,4.0749,0.0,3
2016-02-19,2016,2,February,Office Supplies,Supplies,East,Corporate,25.71,6.6846,0.0,3
2017-11-07,2017,11,November,Office Supplies,Appliances,East,Consumer,100.94,33.3102,0.0,7
2014-07-08,2014,7,July,Furniture,Chairs,East,Consumer,63.882,10.647,0.1,1
2014-11-07,2014,11,November,Furniture,Chairs,Central,Consumer,683.144,0.0,0.3,4
2014-11-07,2014,11,November,Office Supplies,Binders,Central,Consumer,1.476,-2.214,0.8,3
2014-11-07,2014,11,November,Office Supplies,Supplies,Central,Consumer,40.712,3.5623,0.2,7
2017-01-28,2017,1,January,Office Supplies,Paper,Central,Consumer,279.9,137.151,0.0,5
2015-12-11,2015,12,December,Office Supplies,Art,West,Consumer,13.12,1.148,0.2,5
2015-12-11,2015,12,December,Furniture,Bookcases,West,Consumer,69.576,-143.7904,0.7,4
2015-12-11,2015,12,December,Office Supplies,Art,West,Consumer,4.224,0.4752,0.2,3
2015-12-11,2015,12,December,Technology,Accessories,West,Consumer,58.08,-6.534,0.2,4
2015-12-11,2015,12,December,Furniture,Furnishings,West,Consumer,52.416,15.0696,0.2,9
2015-12-11,2015,12,December,Furniture,Furnishings,West,Consumer,54.92,10.984,0.2,5
2015-12-11,2015,12,December,Furniture,Tables,West,Consumer,364.95,-248.166,0.5,5
2015-12-11,2015,12,December,Office Supplies,Paper,West,Consumer,85.056,28.7064,0.2,3
2015-12-11,2015,12,December,Office Supplies,Paper,West,Consumer,27.696,9.6936,0.2,3
2015-06-29,2015,6,June,Office Supplies,Paper,East,Consumer,24.96,11.232,0.0,4
2015-03-16,2015,3,March,Furniture,Furnishings,West,Corporate,43.13,18.1146,0.0,1
2015-08-13,2015,8,August,Office Supplies,Binders,South,Consumer,5.64,2.7072,0.0,3
2016-05-14,2016,5,May,Office Supplies,Binders,South,Corporate,57.582,-44.1462,0.7,3
2016-05-14,2016,5,May,Office Supplies,Paper,South,Corporate,31.104,10.8864,0.2,6
2016-05-14,2016,5,May,Furniture,Furnishings,South,Corporate,30.192,8.3028,0.2,3
2016-05-14,2016,5,May,Technology,Phones,South,Corporate,43.6,4.36,0.2,5
2016-05-14,2016,5,May,Office Supplies,Art,South,Corporate,4.768,0.4172,0.2,2
2016-05-14,2016,5,May,Office Supplies,Binders,South,Corporate,10.38,-7.612,0.7,2
2016-05-14,2016,5,May,Office Supplies,Binders,South,Corporate,13.392,-9.8208,0.7,8
2017-07-13,2017,7,July,Technology,Phones,East,Consumer,39.594,-7.2589,0.4,1
2017-07-13,2017,7,July,Furniture,Furnishings,East,Consumer,91.008,19.3392,0.2,9
2015-11-22,2015,11,November,Office Supplies,Paper,West,Consumer,37.94,18.2112,0.0,2
2015-11-22,2015,11,November,Office Supplies,Paper,West,Consumer,42.8,19.26,0.0,10
2015-11-22,2015,11,November,Office Supplies,Storage,West,Consumer,33.63,10.089,0.0,3
2014-11-23,2014,11,November,Office Supplies,Envelopes,East,Corporate,62.808,21.1977,0.2,3
2015-12-27,2015,12,December,Office Supplies,Paper,Central,Consumer,195.64,91.9508,0.0,4
2015-12-27,2015,12,December,Technology,Phones,Central,Consumer,239.9,71.97,0.0,2
2016-11-14,2016,11,November,Furniture,Chairs,East,Consumer,380.058,-21.7176,0.3,3
2016-11-14,2016,11,November,Technology,Copiers,East,Consumer,1199.976,179.9964,0.4,4
2016-11-14,2016,11,November,Furniture,Furnishings,East,Consumer,48.576,9.7152,0.2,3
2016-05-08,2016,5,May,Office Supplies,Paper,West,Consumer,17.94,8.073,0.0,3
2014-12-26,2014,12,December,Office Supplies,Paper,East,Consumer,18.264,6.1641,0.2,3
2014-12-26,2014,12,December,Office Supplies,Appliances,East,Consumer,34.656,5.6316,0.2,2
2014-12-26,2014,12,December,Office Supplies,Appliances,East,Consumer,81.552,8.1552,0.2,2
2014-12-26,2014,12,December,Office Supplies,Storage,East,Consumer,227.136,-42.588,0.2,4
2017-06-08,2017,6,June,Office Supplies,Binders,East,Consumer,10.36,5.0764,0.0,2
2015-04-07,2015,4,April,Office Supplies,Appliances,Central,Consumer,463.248,-1181.2824,0.8,8
2015-04-07,2015,4,April,Technology,Accessories,Central,Consumer,383.952,47.994,0.2,6
2016-07-10,2016,7,July,Office Supplies,Binders,West,Home Office,44.856,-35.8848,0.7,6
2016-11-21,2016,11,November,Technology,Machines,East,Consumer,30.345,-24.276,0.7,7
2016-11-21,2016,11,November,Furniture,Chairs,East,Consumer,127.554,-9.111,0.3,3
2016-11-21,2016,11,November,Furniture,Furnishings,East,Consumer,77.952,15.5904,0.2,3
2017-11-12,2017,11,November,Office Supplies,Binders,West,Corporate,14.016,4.9056,0.2,4
2014-11-01,2014,11,November,Office Supplies,Storage,South,Corporate,69.52,19.4656,0.0,2
2014-11-01,2014,11,November,Office Supplies,Art,South,Corporate,5.64,1.6356,0.0,3
2016-05-15,2016,5,May,Office Supplies,Binders,East,Consumer,13.776,4.4772,0.2,3
2014-11-07,2014,11,November,Office Supplies,Appliances,Central,Consumer,245.88,68.8464,0.0,6
2014-11-07,2014,11,November,Office Supplies,Storage,Central,Consumer,36.63,9.8901,0.0,3
2014-11-07,2014,11,November,Office Supplies,Storage,Central,Consumer,22.58,5.8708,0.0,2
2014-11-07,2014,11,November,Office Supplies,Binders,Central,Consumer,12.39,5.8233,0.0,3
2017-10-05,2017,10,October,Office Supplies,Binders,West,Home Office,39.92,13.473,0.2,5
2017-10-05,2017,10,October,Office Supplies,Paper,West,Home Office,61.96,27.882,0.0,2
2017-10-05,2017,10,October,Office Supplies,Binders,West,Home Office,19.936,7.2268,0.2,4
2017-06-01,2017,6,June,Office Supplies,Binders,East,Consumer,3.798,-2.6586,0.7,2
2017-06-01,2017,6,June,Office Supplies,Paper,East,Consumer,27.744,10.0572,0.2,6
2017-06-01,2017,6,June,Technology,Phones,East,Consumer,158.376,-34.3148,0.4,4
2017-11-20,2017,11,November,Furniture,Furnishings,South,Home Office,27.58,11.5836,0.0,2
2016-12-23,2016,12,December,Office Supplies,Binders,East,Consumer,5.553,-4.0722,0.7,3
2017-09-29,2017,9,September,Office Supplies,Storage,South,Consumer,243.92,-54.882,0.2,5
2016-11-07,2016,11,November,Office Supplies,Fasteners,East,Consumer,14.96,0.2992,0.0,4
2014-04-04,2014,4,April,Office Supplies,Binders,West,Corporate,7.184,2.245,0.2,2
2015-07-23,2015,7,July,Office Supplies,Binders,East,Consumer,10.512,3.6792,0.2,3
2014-06-25,2014,6,June,Technology,Phones,West,Corporate,263.96,19.797,0.2,5
2014-06-25,2014,6,June,Office Supplies,Art,West,Corporate,71.632,17.908,0.2,11
2014-06-25,2014,6,June,Office Supplies,Art,West,Corporate,9.328,0.8162,0.2,1
2014-09-08,2014,9,September,Office Supplies,Art,West,Consumer,5.88,2.646,0.0,2
2014-09-08,2014,9,September,Furniture,Chairs,West,Consumer,975.92,121.99,0.2,5
2014-09-08,2014,9,September,Office Supplies,Art,West,Consumer,303.84,91.152,0.0,8
2014-09-08,2014,9,September,Office Supplies,Storage,West,Consumer,485.88,19.4352,0.0,6
2014-12-12,2014,12,December,Furniture,Furnishings,West,Consumer,12.54,4.5144,0.0,3
2014-12-12,2014,12,December,Office Supplies,Storage,West,Consumer,8.94,0.6258,0.0,3
2014-12-12,2014,12,December,Furniture,Furnishings,West,Consumer,9.24,4.4352,0.0,3
2015-01-13,2015,1,January,Office Supplies,Binders,West,Consumer,70.008,24.5028,0.2,3
2015-01-13,2015,1,January,Furniture,Furnishings,West,Consumer,77.6,38.024,0.0,4
2015-01-13,2015,1,January,Furniture,Furnishings,West,Consumer,464.85,92.97,0.0,9
2017-12-15,2017,12,December,Office Supplies,Art,Central,Corporate,10.192,1.0192,0.2,7
2016-12-18,2016,12,December,Office Supplies,Binders,East,Corporate,1793.98,843.1706,0.0,2
2014-04-11,2014,4,April,Technology,Phones,Central,Home Office,758.352,265.4232,0.2,6
2016-11-10,2016,11,November,Office Supplies,Binders,East,Corporate,20.368,7.3834,0.2,1
2016-11-10,2016,11,November,Office Supplies,Binders,East,Corporate,49.848,16.8237,0.2,3
2017-06-26,2017,6,June,Technology,Phones,East,Consumer,239.97,67.1916,0.0,3
2017-11-13,2017,11,November,Furniture,Chairs,West,Consumer,2404.704,150.294,0.2,6
2017-11-13,2017,11,November,Office Supplies,Binders,West,Consumer,563.024,190.0206,0.2,11
2017-11-13,2017,11,November,Office Supplies,Storage,West,Consumer,344.91,10.3473,0.0,3
2017-11-13,2017,11,November,Office Supplies,Labels,West,Consumer,8.64,4.2336,0.0,3
2017-11-24,2017,11,November,Technology,Phones,East,Corporate,89.988,-14.998,0.4,2
2017-11-24,2017,11,November,Office Supplies,Paper,East,Corporate,229.544,83.2097,0.2,7
2017-05-23,2017,5,May,Office Supplies,Fasteners,Central,Consumer,1.824,0.6156,0.2,2
2017-05-23,2017,5,May,Office Supplies,Appliances,Central,Consumer,18.32,-46.716,0.8,5
2017-05-23,2017,5,May,Office Supplies,Storage,Central,Consumer,48.816,-11.5938,0.2,3
2017-05-23,2017,5,May,Office Supplies,Binders,Central,Consumer,1.188,-1.9602,0.8,1
2014-12-02,2014,12,December,Technology,Accessories,East,Corporate,119.8,29.95,0.2,5
2014-10-03,2014,10,October,Office Supplies,Storage,South,Home Office,61.568,4.6176,0.2,2
2014-10-03,2014,10,October,Office Supplies,Art,South,Home Office,6.192,0.4644,0.2,3
2016-07-29,2016,7,July,Office Supplies,Binders,South,Consumer,2.214,-1.476,0.7,3
2017-11-02,2017,11,November,Office Supplies,Envelopes,South,Corporate,5.32,2.6068,0.0,2
2017-11-02,2017,11,November,Furniture,Chairs,South,Corporate,975.92,292.776,0.0,4
2017-11-02,2017,11,November,Technology,Accessories,South,Corporate,2249.91,517.4793,0.0,9
2017-11-02,2017,11,November,Office Supplies,Storage,South,Corporate,59.92,16.7776,0.0,4
2017-03-08,2017,3,March,Office Supplies,Binders,West,Consumer,171.2,64.2,0.2,5
2017-03-08,2017,3,March,Office Supplies,Art,West,Consumer,3.36,0.8736,0.0,2
2014-12-16,2014,12,December,Office Supplies,Paper,Central,Corporate,114.2,52.532,0.0,5
2016-11-28,2016,11,November,Furniture,Chairs,South,Corporate,182.67,52.9743,0.0,3
2016-11-28,2016,11,November,Technology,Accessories,South,Corporate,101.7,6.102,0.0,6
2016-11-28,2016,11,November,Office Supplies,Storage,South,Corporate,1126.02,56.301,0.0,3
2016-11-28,2016,11,November,Office Supplies,Storage,South,Corporate,1263.3,315.825,0.0,6
2016-12-23,2016,12,December,Office Supplies,Art,West,Corporate,8.82,2.5578,0.0,3
2016-12-23,2016,12,December,Office Supplies,Paper,West,Corporate,37.94,18.2112,0.0,2
2016-12-23,2016,12,December,Office Supplies,Art,West,Corporate,4.2,1.176,0.0,2
2016-12-23,2016,12,December,Office Supplies,Storage,West,Corporate,227.28,2.2728,0.0,2
2016-12-23,2016,12,December,Office Supplies,Paper,West,Corporate,47.9,22.992,0.0,1
2016-12-23,2016,12,December,Office Supplies,Envelopes,West,Corporate,61.96,30.3604,0.0,2
2016-12-23,2016,12,December,Office Supplies,Storage,West,Corporate,1117.92,55.896,0.0,4
2014-10-15,2014,10,October,Furniture,Chairs,East,Consumer,183.372,-7.8588,0.3,2
2014-10-15,2014,10,October,Office Supplies,Paper,East,Consumer,7.968,2.8884,0.2,2
2016-08-22,2016,8,August,Office Supplies,Binders,West,Consumer,26.352,-18.4464,0.7,8
2017-12-17,2017,12,December,Office Supplies,Storage,West,Corporate,481.32,125.1432,0.0,4
2017-12-17,2017,12,December,Office Supplies,Supplies,West,Corporate,13.98,3.6348,0.0,1
2017-03-07,2017,3,March,Office Supplies,Binders,East,Consumer,25.92,9.072,0.2,6
2017-03-07,2017,3,March,Office Supplies,Labels,East,Consumer,91.59,42.1314,0.0,3
2014-12-01,2014,12,December,Furniture,Chairs,Central,Corporate,674.058,-19.2588,0.3,3
2014-10-14,2014,10,October,Office Supplies,Binders,East,Corporate,22.92,11.0016,0.0,4
2014-10-14,2014,10,October,Office Supplies,Storage,East,Corporate,269.9,16.194,0.0,5
2014-11-18,2014,11,November,Office Supplies,Binders,East,Consumer,11.808,-8.6592,0.7,8
2014-11-18,2014,11,November,Technology,Phones,East,Consumer,9.588,-2.0774,0.4,2
2017-01-14,2017,1,January,Office Supplies,Envelopes,South,Consumer,18.336,6.6468,0.2,3
2017-01-14,2017,1,January,Office Supplies,Paper,South,Consumer,36.288,12.7008,0.2,7
2017-01-14,2017,1,January,Technology,Phones,South,Consumer,111.984,6.999,0.2,2
2017-01-14,2017,1,January,Office Supplies,Binders,South,Consumer,5.97,-4.577,0.7,5
2017-01-14,2017,1,January,Office Supplies,Binders,South,Consumer,2.508,-1.8392,0.7,2
2015-09-24,2015,9,September,Office Supplies,Art,West,Consumer,35.96,10.4284,0.0,2
2015-09-24,2015,9,September,Office Supplies,Binders,West,Consumer,14.952,5.4201,0.2,3
2017-10-09,2017,10,October,Office Supplies,Art,Central,Consumer,67.144,5.8751,0.2,7
2017-10-09,2017,10,October,Furniture,Chairs,Central,Consumer,254.058,-32.6646,0.3,3
2016-01-02,2016,1,January,Furniture,Bookcases,East,Corporate,173.94,38.2668,0.0,3
2016-01-02,2016,1,January,Technology,Phones,East,Corporate,231.98,67.2742,0.0,2
2017-08-19,2017,8,August,Office Supplies,Binders,Central,Consumer,2.296,-3.9032,0.8,2
2017-12-25,2017,12,December,Office Supplies,Paper,South,Home Office,96.08,46.1184,0.0,2
2017-12-25,2017,12,December,Office Supplies,Fasteners,South,Home Office,3.62,1.1946,0.0,2
2017-12-25,2017,12,December,Office Supplies,Paper,South,Home Office,629.1,301.968,0.0,6
2017-12-25,2017,12,December,Technology,Phones,South,Home Office,90.48,23.5248,0.0,2
2017-09-10,2017,9,September,Office Supplies,Art,East,Corporate,14.88,3.72,0.0,2
2017-10-19,2017,10,October,Furniture,Tables,Central,Consumer,91.275,-67.5435,0.5,1
2017-12-01,2017,12,December,Office Supplies,Paper,East,Home Office,19.44,9.3312,0.0,3
2017-12-01,2017,12,December,Furniture,Chairs,East,Home Office,897.15,251.202,0.0,3
2014-09-02,2014,9,September,Office Supplies,Art,East,Consumer,57.75,16.17,0.0,5
2014-09-02,2014,9,September,Office Supplies,Paper,East,Consumer,14.94,7.0218,0.0,3
2017-03-25,2017,3,March,Office Supplies,Art,West,Corporate,23.1,6.93,0.0,2
2015-09-28,2015,9,September,Office Supplies,Envelopes,West,Consumer,12.536,4.2309,0.2,1
2015-09-28,2015,9,September,Office Supplies,Binders,West,Consumer,1.08,-0.792,0.7,2
2015-09-28,2015,9,September,Office Supplies,Fasteners,West,Consumer,4.512,0.846,0.2,3
2015-03-15,2015,3,March,Technology,Phones,West,Corporate,16.776,1.6776,0.2,3
2017-01-06,2017,1,January,Office Supplies,Binders,South,Home Office,33.74,15.5204,0.0,7
2014-01-13,2014,1,January,Office Supplies,Storage,West,Consumer,1325.85,238.653,0.0,5
2014-01-13,2014,1,January,Furniture,Bookcases,West,Consumer,333.999,3.9294,0.15,3
2014-01-13,2014,1,January,Office Supplies,Art,West,Consumer,19.9,6.567,0.0,5
2015-02-06,2015,2,February,Furniture,Chairs,East,Consumer,1268.82,266.4522,0.0,9
2015-02-06,2015,2,February,Furniture,Bookcases,East,Consumer,283.92,82.3368,0.0,4
2015-02-06,2015,2,February,Office Supplies,Art,East,Consumer,5.68,1.7608,0.0,2
2017-12-21,2017,12,December,Office Supplies,Storage,Central,Consumer,375.34,18.767,0.0,1
2016-09-05,2016,9,September,Office Supplies,Paper,West,Consumer,96.08,46.1184,0.0,2
2016-09-05,2016,9,September,Office Supplies,Binders,West,Consumer,11.68,3.942,0.2,2
2016-09-05,2016,9,September,Office Supplies,Fasteners,West,Consumer,4.36,1.7876,0.0,2
2014-10-04,2014,10,October,Office Supplies,Labels,West,Consumer,29.24,13.7428,0.0,4
2017-11-27,2017,11,November,Office Supplies,Binders,West,Consumer,117.488,41.1208,0.2,7
2017-11-27,2017,11,November,Furniture,Furnishings,West,Consumer,18.84,6.0288,0.0,3
2016-10-28,2016,10,October,Office Supplies,Art,East,Consumer,12.42,5.2164,0.0,3
2015-06-09,2015,6,June,Office Supplies,Paper,Central,Consumer,12.96,6.2208,0.0,2
2017-12-08,2017,12,December,Office Supplies,Appliances,West,Corporate,69.48,20.844,0.0,1
2015-03-16,2015,3,March,Technology,Phones,East,Corporate,85.9,2.577,0.0,2
2014-06-09,2014,6,June,Office Supplies,Art,West,Corporate,18.06,4.6956,0.0,7
2014-06-09,2014,6,June,Office Supplies,Paper,West,Corporate,79.14,36.4044,0.0,3
2014-06-09,2014,6,June,Furniture,Furnishings,West,Corporate,37.4,14.212,0.0,2
2015-03-20,2015,3,March,Office Supplies,Binders,Central,Consumer,2.512,-4.396,0.8,2
2015-03-20,2015,3,March,Office Supplies,Fasteners,Central,Consumer,18.864,6.1308,0.2,9
2016-11-18,2016,11,November,Technology,Phones,West,Home Office,61.192,6.1192,0.2,1
2016-11-18,2016,11,November,Office Supplies,Appliances,West,Home Office,67.84,18.3168,0.0,1
2014-03-07,2014,3,March,Furniture,Chairs,West,Consumer,48.712,5.4801,0.2,1
2014-03-07,2014,3,March,Office Supplies,Art,West,Consumer,17.94,4.6644,0.0,3
2014-03-07,2014,3,March,Office Supplies,Storage,West,Consumer,242.94,4.8588,0.0,3
2016-05-15,2016,5,May,Office Supplies,Binders,South,Consumer,7.764,-5.176,0.7,4
2015-05-25,2015,5,May,Technology,Phones,South,Corporate,467.04,58.38,0.2,4
2015-08-02,2015,8,August,Technology,Phones,East,Home Office,128.85,3.8655,0.0,3
2015-08-02,2015,8,August,Office Supplies,Paper,East,Home Office,8.4,4.116,0.0,2
2015-08-02,2015,8,August,Technology,Accessories,East,Home Office,199.98,83.9916,0.0,2
2015-08-02,2015,8,August,Furniture,Chairs,East,Home Office,110.98,15.5372,0.0,1
2016-11-06,2016,11,November,Furniture,Chairs,South,Corporate,207.984,-28.5978,0.2,2
2016-11-06,2016,11,November,Office Supplies,Paper,South,Corporate,36.112,12.6392,0.2,2
2016-11-06,2016,11,November,Furniture,Furnishings,South,Corporate,35.568,5.7798,0.2,2
2016-11-06,2016,11,November,Office Supplies,Paper,South,Corporate,88.768,31.0688,0.2,2
2016-11-07,2016,11,November,Office Supplies,Paper,West,Home Office,12.9,6.321,0.0,2
2015-09-18,2015,9,September,Technology,Accessories,South,Corporate,717.12,152.388,0.2,9
2015-12-07,2015,12,December,Office Supplies,Binders,East,Consumer,21.36,7.209,0.2,5
2015-12-07,2015,12,December,Office Supplies,Binders,East,Consumer,6.688,2.3408,0.2,2
2015-12-07,2015,12,December,Technology,Phones,East,Consumer,773.94,224.4426,0.0,6
2016-12-09,2016,12,December,Office Supplies,Supplies,Central,Corporate,20.568,1.5426,0.2,3
2016-12-09,2016,12,December,Office Supplies,Appliances,Central,Corporate,4.356,-11.7612,0.8,2
2016-12-09,2016,12,December,Technology,Accessories,Central,Corporate,19.04,-1.428,0.2,4
2014-11-16,2014,11,November,Office Supplies,Labels,West,Corporate,5.22,2.4012,0.0,2
2016-11-06,2016,11,November,Office Supplies,Storage,West,Consumer,84.84,22.9068,0.0,3
2015-09-06,2015,9,September,Office Supplies,Fasteners,South,Corporate,7.24,1.1765,0.2,5
2014-09-03,2014,9,September,Office Supplies,Labels,East,Consumer,14.4,7.056,0.0,5
2016-04-24,2016,4,April,Office Supplies,Paper,West,Home Office,15.552,5.4432,0.2,3
2016-04-24,2016,4,April,Furniture,Chairs,West,Home Office,1325.76,149.148,0.2,6
2016-04-24,2016,4,April,Office Supplies,Binders,West,Home Office,3.108,-2.1756,0.7,2
2017-08-31,2017,8,August,Office Supplies,Binders,West,Home Office,6.672,2.1684,0.2,3
2017-08-31,2017,8,August,Technology,Phones,West,Home Office,689.408,77.5584,0.2,4
2017-12-07,2017,12,December,Office Supplies,Binders,Central,Corporate,1889.99,-2929.4845,0.8,5
2015-12-18,2015,12,December,Office Supplies,Envelopes,South,Corporate,55.936,18.8784,0.2,8
2015-12-18,2015,12,December,Office Supplies,Labels,South,Corporate,18.432,5.9904,0.2,8
2015-12-18,2015,12,December,Furniture,Furnishings,South,Corporate,20.32,3.556,0.2,5
2014-11-04,2014,11,November,Office Supplies,Binders,East,Home Office,52.064,18.8732,0.2,4
2017-03-10,2017,3,March,Office Supplies,Appliances,South,Corporate,48.784,3.6588,0.2,1
2017-03-10,2017,3,March,Office Supplies,Binders,South,Corporate,13.092,-10.0372,0.7,4
2016-01-31,2016,1,January,Technology,Phones,West,Home Office,109.592,8.2194,0.2,1
2016-01-31,2016,1,January,Office Supplies,Paper,West,Home Office,56.7,27.783,0.0,5
2017-05-07,2017,5,May,Technology,Accessories,West,Home Office,79.99,28.7964,0.0,1
2016-05-24,2016,5,May,Office Supplies,Supplies,South,Home Office,69.5,20.155,0.0,5
2016-05-24,2016,5,May,Office Supplies,Paper,South,Home Office,191.6,91.968,0.0,4
2016-10-07,2016,10,October,Office Supplies,Paper,West,Consumer,10.56,5.0688,0.0,2
2014-04-30,2014,4,April,Technology,Accessories,South,Consumer,47.79,16.2486,0.0,3
2015-11-10,2015,11,November,Office Supplies,Storage,Central,Corporate,714.3,207.147,0.0,5
2015-11-09,2015,11,November,Technology,Machines,East,Home Office,2321.9,1114.512,0.0,2
2015-11-09,2015,11,November,Office Supplies,Storage,East,Home Office,17.94,3.0498,0.0,3
2015-09-07,2015,9,September,Office Supplies,Binders,East,Corporate,9.522,-6.9828,0.7,1
2015-09-07,2015,9,September,Technology,Phones,East,Corporate,791.964,-131.994,0.4,6
2015-09-07,2015,9,September,Office Supplies,Binders,East,Corporate,4.923,-3.9384,0.7,3
2017-05-11,2017,5,May,Furniture,Bookcases,West,Corporate,209.979,-356.9643,0.7,7
2017-07-21,2017,7,July,Office Supplies,Binders,East,Home Office,33.93,-22.62,0.7,3
2017-07-21,2017,7,July,Office Supplies,Storage,East,Home Office,222.32,25.011,0.2,7
2017-07-21,2017,7,July,Technology,Phones,East,Home Office,210.564,-52.641,0.4,6
2014-11-24,2014,11,November,Furniture,Furnishings,East,Consumer,35.168,9.6712,0.2,7
2014-11-24,2014,11,November,Technology,Phones,East,Consumer,1502.376,-250.396,0.4,4
2014-11-15,2014,11,November,Furniture,Furnishings,West,Consumer,10.11,3.2352,0.0,3
2014-11-15,2014,11,November,Technology,Accessories,West,Consumer,772.47,146.7693,0.0,3
2014-11-15,2014,11,November,Office Supplies,Supplies,West,Consumer,20.46,5.3196,0.0,2
2017-03-23,2017,3,March,Office Supplies,Supplies,East,Corporate,347.58,17.379,0.0,3
2016-12-18,2016,12,December,Technology,Accessories,West,Consumer,72.64,21.792,0.0,2
2016-12-18,2016,12,December,Technology,Accessories,West,Consumer,772.47,146.7693,0.0,3
2016-12-18,2016,12,December,Furniture,Furnishings,West,Consumer,39.92,11.1776,0.0,4
2017-07-29,2017,7,July,Office Supplies,Binders,Central,Consumer,33.48,16.4052,0.0,2
2017-07-29,2017,7,July,Technology,Phones,Central,Consumer,461.97,133.9713,0.0,3
2017-07-29,2017,7,July,Office Supplies,Appliances,Central,Consumer,137.62,60.5528,0.0,2
2017-07-29,2017,7,July,Furniture,Chairs,Central,Consumer,302.67,72.6408,0.0,3
2014-09-02,2014,9,September,Technology,Accessories,Central,Consumer,239.976,53.9946,0.2,3
2017-01-29,2017,1,January,Office Supplies,Art,West,Consumer,8.34,2.1684,0.0,3
2017-01-29,2017,1,January,Office Supplies,Supplies,West,Consumer,8.57,2.2282,0.0,1
2017-01-29,2017,1,January,Office Supplies,Binders,West,Consumer,119.616,40.3704,0.2,8
2016-12-26,2016,12,December,Furniture,Chairs,East,Corporate,212.94,25.5528,0.0,3
2016-12-26,2016,12,December,Office Supplies,Appliances,East,Corporate,26.49,7.4172,0.0,1
2015-08-09,2015,8,August,Furniture,Bookcases,Central,Home Office,687.4,48.118,0.0,5
2014-04-06,2014,4,April,Furniture,Tables,West,Corporate,653.55,111.1035,0.0,3
2014-04-06,2014,4,April,Technology,Accessories,West,Corporate,33.9,2.034,0.0,2
2017-11-17,2017,11,November,Technology,Accessories,Central,Consumer,239.96,83.986,0.2,5
2015-07-11,2015,7,July,Furniture,Tables,East,Corporate,199.836,-37.1124,0.3,4
2015-07-11,2015,7,July,Technology,Phones,East,Corporate,716.0,193.32,0.0,2
2015-07-11,2015,7,July,Office Supplies,Binders,East,Corporate,221.06,103.8982,0.0,7
2016-11-10,2016,11,November,Office Supplies,Paper,West,Consumer,67.71,32.5008,0.0,3
2016-11-10,2016,11,November,Office Supplies,Appliances,West,Consumer,129.92,38.976,0.0,4
2016-11-10,2016,11,November,Furniture,Furnishings,West,Consumer,467.46,191.6586,0.0,9
2016-11-10,2016,11,November,Office Supplies,Paper,West,Consumer,61.4,28.858,0.0,5
2016-11-10,2016,11,November,Office Supplies,Storage,West,Consumer,720.76,187.3976,0.0,4
2016-11-10,2016,11,November,Office Supplies,Binders,West,Consumer,5.184,1.8144,0.2,3
2016-11-10,2016,11,November,Office Supplies,Art,West,Consumer,14.7,3.969,0.0,5
2014-03-31,2014,3,March,Office Supplies,Binders,Central,Consumer,8.134,-13.8278,0.8,7
2014-03-31,2014,3,March,Technology,Accessories,Central,Consumer,79.984,13.9972,0.2,2
2015-09-18,2015,9,September,Office Supplies,Paper,West,Home Office,18.54,8.7138,0.0,2
2015-11-07,2015,11,November,Office Supplies,Envelopes,East,Corporate,24.4,7.93,0.2,2
2017-05-19,2017,5,May,Office Supplies,Paper,South,Consumer,195.64,91.9508,0.0,4
2015-01-03,2015,1,January,Technology,Accessories,Central,Consumer,398.4,84.66,0.2,5
2015-01-03,2015,1,January,Office Supplies,Art,Central,Consumer,7.056,0.7938,0.2,3
2015-01-03,2015,1,January,Furniture,Bookcases,Central,Consumer,1352.3976,-437.5404,0.32,9
2015-09-08,2015,9,September,Office Supplies,Paper,West,Consumer,26.4,11.88,0.0,5
2015-09-08,2015,9,September,Office Supplies,Storage,West,Consumer,41.88,0.8376,0.0,6
2016-04-03,2016,4,April,Office Supplies,Binders,East,Consumer,99.846,-83.205,0.7,9
2016-12-05,2016,12,December,Technology,Phones,South,Consumer,699.98,195.9944,0.0,2
2016-12-05,2016,12,December,Office Supplies,Storage,South,Consumer,584.82,70.1784,0.0,9
2015-05-08,2015,5,May,Office Supplies,Binders,Central,Consumer,43.98,21.99,0.0,2
2015-05-08,2015,5,May,Technology,Phones,Central,Consumer,377.97,105.8316,0.0,3
2015-05-08,2015,5,May,Furniture,Furnishings,Central,Consumer,123.96,11.1564,0.0,3
2017-09-22,2017,9,September,Technology,Phones,East,Consumer,391.98,113.6742,0.0,2
2017-11-30,2017,11,November,Technology,Accessories,South,Consumer,383.976,81.5949,0.2,3
2017-11-30,2017,11,November,Furniture,Tables,South,Consumer,1781.682,-653.2834,0.4,7
2017-01-15,2017,1,January,Office Supplies,Art,West,Home Office,21.4,6.206,0.0,5
2014-08-08,2014,8,August,Technology,Copiers,Central,Home Office,549.99,274.995,0.0,1
2014-08-08,2014,8,August,Office Supplies,Appliances,Central,Home Office,167.535,37.23,0.1,3
2014-08-08,2014,8,August,Office Supplies,Envelopes,Central,Home Office,38.34,17.253,0.0,3
2014-08-08,2014,8,August,Furniture,Furnishings,Central,Home Office,53.88,22.6296,0.0,6
